,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
midostaurin,13.882904976550359,-0.9799140211640216,13.882904976550359,0.044612149196453954,0.28721839165619395,570.6490000000003,540.4090000000003,570.22670544,214.0,0.0,0.25343745166609966,-0.37426157346318195,0.37426157346318195,0.25343745166609966,0.9534883720930233,1.627906976744186,2.372093023255814,1.42520113813761,2180.823322545865,29.197577175960742,24.12645181776244,24.12645181776244,20.935707400771342,14.758273379389475,14.758273379389475,12.091735934074922,12.091735934074922,10.035579291458747,10.035579291458747,8.327087425749614,8.327087425749614,-4.659999999999999,16727238355.508312,24.8936556003002,8.46135367273348,2.968438278328138,246.91011957840877,28.824623538039617,12.331867558483172,5.724985593970254,0.0,11.814359458703011,0.0,9.589074368143644,0.0,0.0,0.0,54.59730361615449,36.75265696523406,54.23139590234949,33.67209519131,19.06280027574374,55.426059187027235,0.0,19.35089763043952,0.0,43.98800921013059,14.157469523954724,95.55312636509196,0.0,0.0,5.316788604006331,0.0,0.0,0.0,52.151745225987185,21.743467907482927,0.0,45.851888836586134,78.86277189000094,0.0,43.611699728324226,0.0,77.73,18.056853152453428,9.589074368143644,0.0,17.85620028785097,18.52902952053558,54.738602711718215,0.0,7.109797541277533,66.54488532968216,45.6401933731261,9.473725907600098,18.14656837889477,0.0,29.249369548006275,7.239329486623964,5.456171774655202,-0.1065742789111086,25.68552174661324,-0.38578113189720475,2.559425156800594,3.5726359858809356,0.2571428571428571,43.0,1.0,8.0,0.0,3.0,3.0,4.0,2.0,6.0,6.0,1.0,8.0,3.0,0.0,1.0,1.0,9.0,5.906800000000007,165.1236999999997,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mitomycin-c,12.77067649281935,-0.957337962962963,12.77067649281935,0.05860449735449769,0.4106698403593517,334.33200000000005,316.188,334.127719676,128.0,0.0,0.4040107632123312,-0.44885887175476397,0.44885887175476397,0.4040107632123312,1.4166666666666667,2.125,2.75,1.8468552624597727,756.963370969733,17.386386867018626,13.2894199561405,13.2894199561405,11.340276933485196,7.651541369159881,7.651541369159881,6.45924608813487,6.45924608813487,5.474588945534278,5.474588945534278,4.309835149201244,4.309835149201244,-2.39,387390.7216403404,15.156102126947134,4.577599020464515,1.577721211564523,137.14704395787854,31.157759196781278,6.606881964512918,5.724985593970254,11.566489892729878,0.0,6.093240070938415,9.589074368143644,4.794537184071822,0.0,0.0,0.0,6.923737199690624,30.842603836476606,23.35382550142102,23.857337459815565,17.659729963668294,0.0,10.216698334856808,17.385241000485763,24.7324044519568,20.261435911703025,22.540287686250203,0.0,0.0,16.784123558330702,4.794537184071822,0.0,0.0,60.62974285848797,19.06280027574374,5.917906046161393,6.923737199690624,22.540287686250203,0.0,0.0,0.0,146.89000000000001,23.519376657435,14.383611552215466,0.0,41.31705694236815,12.241795718968408,0.0,14.033534740968157,0.0,4.899909730850478,5.316788604006331,20.94106086192447,10.778712915721844,0.0,38.43265248383304,3.2781571239606953,10.671652835516923,-1.340096844293272,0.10948743386243343,-0.9495966133366924,1.9181439489375995,1.5175533824640968,0.5333333333333333,24.0,5.0,9.0,1.0,3.0,4.0,0.0,0.0,0.0,8.0,3.0,9.0,3.0,0.0,2.0,2.0,4.0,-1.6511999999999976,80.11050000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mk-2206,12.02243652495595,-0.2596902551107374,12.02243652495595,0.18410484647162884,0.4680681321504015,407.4770000000001,386.30900000000014,407.17461029200007,152.0,0.0,0.34722511707474846,-0.32139828854087343,0.34722511707474846,0.32139828854087343,0.967741935483871,1.7419354838709677,2.4516129032258065,1.586197899210393,1478.2307639979133,21.001424753254113,16.87676291998852,16.87676291998852,15.121941584798403,10.481155281946977,10.481155281946977,8.308513069777103,8.308513069777103,6.442642630790135,6.442642630790135,4.476000776751793,4.476000776751793,-3.7699999999999996,22021302.879311282,18.035309996054,6.617690246209264,2.794770804499503,177.9281640709305,5.733667477162185,0.0,5.647177220767728,0.0,0.0,5.689743398203474,0.0,19.27789211958186,5.098681808301038,0.0,54.59730361615449,42.52210198909524,28.24889602185521,11.210628712464722,0.0,16.550102152848783,0.0,19.582036743811077,5.733667477162185,24.801390121161372,0.0,88.97461339866311,0.0,22.384282469939446,11.423410875365658,0.0,0.0,0.0,19.582036743811077,5.538925252383345,0.0,24.825916360475023,77.72141850876262,0.0,38.93438462278824,0.0,89.07000000000001,0.0,4.794537184071822,0.0,11.228668650586819,5.647177220767728,46.12885064787252,16.3849677208848,6.196843571613076,24.26546827384644,52.66193309583335,10.717645998109393,1.5065152036330858,0.0,17.029102246800242,7.562115473374249,12.598648783685466,0.0,22.583912809809775,4.9697054826971785,0.0,0.0,0.16,31.0,3.0,6.0,1.0,0.0,1.0,2.0,3.0,5.0,5.0,2.0,6.0,3.0,1.0,0.0,1.0,6.0,4.242700000000003,121.70210000000002,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motesanib,12.85226493606702,-0.19209677080708776,12.85226493606702,0.10245050574197134,0.6289061542065445,373.4600000000001,350.2760000000001,373.19026035600007,142.0,0.0,0.2589107849125011,-0.38386776653763927,0.38386776653763927,0.2589107849125011,1.1428571428571428,1.9642857142857142,2.7857142857142856,1.4973169396035275,1000.8187680613405,19.56226716449869,15.990391735733136,15.990391735733136,13.526806570407933,9.303933783426848,9.303933783426848,7.560508592062232,7.560508592062232,4.988996194366184,4.988996194366184,3.3840917275336917,3.3840917275336917,-3.4099999999999997,3232800.0433334503,17.976742994458412,7.306717223612469,3.666519520381034,163.97981767723635,15.950365812018994,5.817862777835028,0.0,0.0,5.907179729351506,0.0,9.77851570501903,4.9839785209472085,0.0,0.0,19.913841467842857,47.52510539416365,48.469806545428284,5.563451491696996,4.794537184071822,23.09981505655366,0.0,9.967957041894417,0.0,25.807221274690605,22.495122217931566,77.74545466916149,0.0,0.0,15.950365812018994,17.192635327202154,0.0,0.0,22.419893177158496,11.959746875309355,0.0,35.33236605854405,61.0551001940705,0.0,0.0,0.0,78.94,0.0,4.794537184071822,0.0,11.322170198748285,17.9260706754446,23.482980446976693,5.563451491696996,30.723264851762448,24.26546827384644,45.83216432175627,0.0,0.0,0.0,21.199642490541677,9.6340751521971,4.782226851577068,0.36089451058201094,13.402596307864096,5.1582462829635105,5.878985070941205,0.0,0.22727272727272727,28.0,3.0,6.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,4.0,4.044100000000002,111.71160000000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navitoclax,14.177963980373555,-6.0528718198103,14.177963980373555,0.0018616884596298622,0.10464896749919123,974.6339999999999,919.194,973.29550982,350.0,0.0,0.5014901630613527,-0.3803583914432106,0.5014901630613527,0.3803583914432106,0.8615384615384616,1.5384615384615385,2.2,1.0171796458665914,2532.5519184582818,46.408991379373525,36.449289586733386,39.654708275535015,30.86507465039512,21.68118536656211,26.011074894413596,17.4898324966121,22.611693538113045,12.180753606315847,16.46213864464044,8.49126715311817,11.633001663465112,-4.099999999999998,129333756398073.45,48.82235248379551,20.82219146073,12.668712766098391,389.252707318643,14.953561288656857,4.895483475517775,0.0,0.0,25.76772401917659,5.508330501264255,14.594356645772777,21.557688833109964,13.171245143024459,11.761884949391115,61.35335416199108,108.96487073594483,85.32170023883499,23.796633679227174,39.53823924955421,66.07842593823662,0.0,14.521914326153045,5.41499046939678,65.76738264805083,81.54136711793002,118.78451392259039,0.0,0.0,14.938793199308897,24.546017692391587,0.0,23.36282483962363,115.41743327319578,24.597407243625135,5.41499046939678,55.4522010585511,117.32142805200841,5.022633313741326,5.573104530069267,0.0,128.35999999999999,52.796248575307914,34.80137629575416,0.0,10.978441961093775,56.11070875863929,74.70185078546545,40.60427963814986,12.13273413692322,47.186664343683354,45.99672633286224,16.337802844032566,103.14021789139008,7.637150356907405,18.99174298820997,3.7077700745798,-1.0148582797054082,-0.6534164014235426,25.790653392451027,3.598181285960287,11.639476878732527,-10.892473742657696,0.425531914893617,65.0,2.0,11.0,1.0,2.0,3.0,4.0,0.0,4.0,11.0,2.0,18.0,16.0,0.0,2.0,2.0,7.0,8.833200000000005,251.88649999999936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ng-25,13.9889188509949,-4.541385577366454,13.9889188509949,0.08156076891015585,0.299359701941784,537.5860000000004,507.34600000000023,537.2351598600001,204.0,0.0,0.4162995001451382,-0.45623979429874606,0.45623979429874606,0.4162995001451382,1.0256410256410255,1.794871794871795,2.5384615384615383,1.3305700482455494,1475.557177901005,27.570338854006458,21.808174165470835,21.808174165470835,18.70685980149613,12.877911414463902,12.877911414463902,9.665598244751047,9.665598244751047,7.069637324685609,7.069637324685609,4.758063320916216,4.758063320916216,-3.889999999999999,683487605.807001,26.70660212680231,11.073842185263258,6.071260766745971,224.14085751810205,19.937539809604065,17.14620088733554,0.0,0.0,5.907179729351506,6.176298517443475,9.694446914922299,4.9839785209472085,13.171245143024459,0.0,19.056471336613843,60.993598999766846,56.368306939169585,10.949675706161791,22.702645280896327,22.62796743926759,0.0,19.76777650359537,0.0,26.568529322737298,38.04057063356921,83.17842965770701,0.0,11.49902366656781,10.05365155780638,18.858631417708022,11.49902366656781,0.0,58.39873826250976,12.72105492335605,6.923737199690624,33.97208035055043,60.92462369091903,0.0,11.033401435232523,0.0,73.49000000000001,17.646929738491977,17.96578232709628,0.0,23.359045663990127,17.14620088733554,49.73982480418628,12.13273413692322,36.6591554170726,17.89001399900271,27.108392576441847,4.736862953800049,48.0576167033984,0.0,24.625926342414516,3.411770727261616,1.2828208916745365,0.5066705528459667,12.50519972183277,-1.16518535265378,8.191847079892637,0.0,0.3103448275862069,39.0,2.0,7.0,0.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,10.0,7.0,0.0,1.0,1.0,5.0,6.072220000000005,144.13489999999987,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nilotinib,13.609165039738006,-4.600782253685411,13.609165039738006,0.0011413612493087477,0.2658598216325421,529.5260000000002,507.3500000000003,529.1837929840002,196.0,0.0,0.4160618842003391,-0.32389690389968306,0.4160618842003391,0.32389690389968306,0.9743589743589743,1.8205128205128205,2.5384615384615383,1.4060685117390255,1649.0608196010157,27.570338854006447,20.861113455646098,20.861113455646098,18.65201824662974,11.813083399639352,11.813083399639352,8.804654339776183,8.804654339776183,5.871916984100434,5.871916984100434,3.8741015798501524,3.8741015798501524,-5.059999999999999,649397948.0826293,25.58376013065048,10.364741922338526,5.926969544026141,221.17512490877365,15.200676855804016,0.0,0.0,5.948339280986494,5.907179729351506,6.176298517443475,9.77851570501903,14.951935562841626,13.171245143024459,0.0,6.06636706846161,67.94186243877112,52.97643609389698,23.278627556158458,17.96578232709628,23.230291559705126,0.0,24.503013731580186,0.0,20.023772916824722,10.633577208012662,108.0962804473108,0.0,16.944765761229018,10.633577208012662,30.494356973378082,0.0,0.0,30.41019346093169,6.176298517443475,13.847474399381248,27.17881965401127,85.71199797737135,0.0,16.944765761229018,0.0,97.62,17.646929738491977,17.96578232709628,0.0,16.93822404106412,23.02358154536698,23.259637120317212,16.960786791017505,62.04294682845097,12.990104268152233,30.569491291801494,0.0,42.29352351773952,0.0,30.05829418324779,5.71194082014574,3.092237674134436,-0.2589609857675812,13.721743835870704,3.3840494159740344,3.5805048719886825,0.0,0.10714285714285714,39.0,2.0,8.0,0.0,0.0,0.0,2.0,3.0,5.0,7.0,2.0,11.0,6.0,0.0,0.0,0.0,5.0,6.355840000000004,140.98089999999982,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nsc-207895,11.709158005794912,-0.570818688586546,11.709158005794912,0.01256660997732384,0.43672799485303176,279.25600000000003,266.152,279.096753896,106.0,0.0,0.3269634464719736,-0.3652662318424739,0.3652662318424739,0.3269634464719736,1.35,2.05,2.7,2.100298515922511,662.1223908767162,14.27565640300939,10.852188802480686,10.852188802480686,9.575387400469408,6.180106382265464,6.180106382265464,4.778508156656027,4.778508156656027,3.5381196209832004,3.5381196209832004,2.3969392246889325,2.3969392246889325,-2.4200000000000004,50692.37137352121,12.605571735766729,4.599632072362179,1.9156383875864393,113.19917170837034,15.007072486478247,0.0,0.0,0.0,5.516700717616262,11.204086992299825,14.74335720565892,0.0,0.0,0.0,0.0,18.017131429223262,32.24539269211191,15.76736058062668,14.45544236379548,22.40817398459965,0.0,10.056572987975922,0.0,0.0,38.126607337177965,27.454305430466082,0.0,0.0,9.80300210893494,11.374772549367124,0.0,0.0,48.20658164312109,0.0,15.321571293542863,0.0,16.76177307381657,0.0,11.033401435232523,0.0,102.59,4.923311048817671,15.321571293542863,0.0,21.623880088000547,5.687386274683562,26.1790256236503,6.06636706846161,6.06636706846161,11.947581713527669,14.68561192486927,0.0,4.527940523431595,0.0,14.79846383269408,26.16281970004102,0.4966283488704135,0.0,2.9403703703703705,0.0,3.216684460821366,2.0237594304378215,0.45454545454545453,20.0,0.0,9.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,0.0,9.0,2.0,0.0,1.0,1.0,3.0,0.1212000000000002,69.33340000000003,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nsc-87877,11.742385324034508,-4.6189142778451036,11.742385324034508,0.029439796774268112,0.303924595346605,459.4610000000001,446.3570000000002,459.0194917559998,158.0,0.0,0.29477850337729483,-0.5037654174719638,0.5037654174719638,0.29477850337729483,0.8064516129032258,1.5161290322580645,2.225806451612903,1.7928974471419576,1598.2038649179296,22.388540578131753,15.406274007679189,17.03926716953464,14.536843271540002,8.551449223423996,11.431575881025276,6.485397445236158,9.296893730967266,4.452169428819519,6.195399450307368,3.019553454505673,4.238643010823039,-3.4499999999999997,6850165.600734805,20.807898698439143,7.353055870502028,4.089901891436491,175.56975798674435,5.106527394840706,16.0995704678176,5.749511833283905,0.0,20.236253718067108,0.0,14.089478268327937,0.0,21.949844094287272,5.114250125629398,12.13273413692322,53.23701790816086,11.583067786077873,10.582869750201336,31.04762111087931,53.286399628444876,0.0,4.9839785209472085,10.228500251258795,9.79096695103555,0.0,60.794147187767564,0.0,5.749511833283905,0.0,11.374772549367124,5.749511833283905,0.0,36.031599631826516,20.236253718067108,0.0,0.0,80.81361439006193,0.0,21.67537336101065,0.0,166.57999999999998,30.881249026868787,26.494871237188946,0.0,21.485794682282393,16.459834703613154,6.06636706846161,42.595045982382736,12.13273413692322,0.0,15.212478772206005,4.552749873690364,64.66111763630651,0.0,3.21991633458271,19.45346797871823,0.03194581341295799,-0.4117283451744125,12.48415972499625,1.348136599058802,0.0,-8.953682408567714,0.0,31.0,3.0,10.0,0.0,0.0,0.0,3.0,1.0,4.0,8.0,3.0,12.0,4.0,0.0,0.0,0.0,4.0,4.002400000000003,111.16100000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nu7441,12.914883489693192,-0.011011537330981591,12.914883489693192,0.011011537330981591,0.37425065545818476,413.4980000000001,394.3460000000002,413.108564468,148.0,0.0,0.1996772059928685,-0.4396177242810049,0.4396177242810049,0.1996772059928685,0.8,1.5333333333333334,2.4,1.6274888966124412,1460.3467778891263,20.07877502244374,16.25948684318749,17.075983424115215,14.79282633568371,10.096767735224773,10.913264316152501,7.511045838060464,8.563244679383706,5.758907216357923,6.978766936332702,4.275876552841969,5.506262311204612,-3.149999999999998,20410974.84707565,17.686687869206374,6.971872710457729,2.738101952135843,176.46750931899837,14.053923621703873,5.583020141642242,11.31297259376155,0.0,0.0,0.0,4.794537184071822,0.0,0.0,11.336785877934737,48.53093654769288,12.13273413692322,50.45507112554854,18.59998814349063,9.154013890853395,48.36250069777058,0.0,0.0,0.0,0.0,31.203186471701464,76.95336532905009,0.0,11.126902983393991,10.32870012275102,5.884182201861009,0.0,11.336785877934737,26.303276740850986,4.736862953800049,0.0,0.0,75.94172587420289,0.0,42.26843560136882,0.0,42.68,0.0,4.794537184071822,0.0,5.428790391900541,30.067190486993887,24.21641579521914,20.17228826186779,17.403152946396347,18.19910120538483,47.36447921008175,9.154013890853395,14.287940538984323,1.7814109492766597,14.999349533826894,3.1059746157288552,2.692591254094231,0.6173756508776349,22.279253331438476,0.0,2.736104125772929,0.0,0.16,30.0,0.0,4.0,0.0,1.0,1.0,3.0,2.0,5.0,5.0,0.0,5.0,2.0,0.0,1.0,1.0,6.0,5.664500000000005,123.84100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
